tema,artista,album,albumId,cover
Inevitable,Shakira,Dónde Están Los Ladrones,192682818,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e5/6d/96/e56d9688-0239-7c8f-f907-7614c0f9860b/mzi.uffuznlo.jpg/300x300bb.jpg
Si te vas,Shakira,Dónde Están Los Ladrones,192682818,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e5/6d/96/e56d9688-0239-7c8f-f907-7614c0f9860b/mzi.uffuznlo.jpg/300x300bb.jpg
All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,1440918803,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/0e/a4/82/0ea482f2-b27c-33b2-dbf1-5102008ef04e/06UMGIM00639.rgb.jpg/300x300bb.jpg
We Are Family,Sister Sledge,We Are Family,1691509912,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/1e/92/af/1e92af63-0cff-5105-bd66-c6dbd32a1e69/603497898855.jpg/300x300bb.jpg
De música ligera,Soda Stereo,Canción Animal,321882757,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/60/18/68/601868f7-68ba-9416-af42-b26b2f68035f/mzi.qyqtvoxs.jpg/300x300bb.jpg
Disco eterno,Soda Stereo,Sueño Stereo,309452426,https://is1-ssl.mzstatic.com/image/thumb/Music/60/df/5e/mzi.lahuyiyg.jpg/300x300bb.jpg
Juegos de seducción,Soda Stereo,Nada Personal,321883378,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/5d/a1/b5/5da1b53d-7b9b-72f4-09ce-3c350c446322/mzi.fagqtmbs.jpg/300x300bb.jpg
Persiana americana,Soda Stereo,Lo Esencial: Soda Stereo,251525166,https://is1-ssl.mzstatic.com/image/thumb/Music/78/74/e4/mzi.fuwethvc.jpg/300x300bb.jpg
Black Hole Sun,Soundgarden,A-Sides,1443210826,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/05/ef/a8/05efa822-cbea-a1a1-a153-3483b92a00ca/00731454083324.rgb.jpg/300x300bb.jpg
Wannabe,Spice Girls,Wannabe 25 - EP,1573849246,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e1/92/8f/e1928fcb-0204-ca19-597a-6edaf8e6ebc8/21UMGIM16233.rgb.jpg/300x300bb.jpg
My Cherie Amour,Stevie Wonder,My Cherie Amour,1442985614,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/6e/06/1d/6e061d4b-1dad-c332-ca28-680be5e1ef39/14UMGIM51156.rgb.jpg/300x300bb.jpg
Superstition,Stevie Wonder,Talking Book,1440808973,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/62/61/61/626161c0-f4d7-e6ff-8586-768340ef278f/00602537002382.rgb.jpg/300x300bb.jpg
Englishman in New York,Sting,25 Years,1486682685,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/8b/d0/f0/8bd0f05b-8be6-0ac7-a215-58b0cb3eb29f/13UAEIM06091.rgb.jpg/300x300bb.jpg
Plush,Stone Temple Pilots,Thank You,3631635,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/f9/5d/c3/f95dc3b6-fa4d-ad2c-fe34-c6e53d748cef/dj.crzhohrj.jpg/300x300bb.jpg
Canción para mi muerte,Sui Generis,Vida,321615255,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/af/60/f0/af60f0c4-9ef7-aaf8-a8f8-e8f3d2bb9dc9/888880431387.jpg/300x300bb.jpg
Necesito,Sui Generis,Vida,321615255,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/af/60/f0/af60f0c4-9ef7-aaf8-a8f8-e8f3d2bb9dc9/888880431387.jpg/300x300bb.jpg
Rasguña las piedras,Sui Generis,Confesiones de Invierno,321729832,https://is1-ssl.mzstatic.com/image/thumb/Music/e4/5c/75/mzi.wpsyknon.jpg/300x300bb.jpg
La rubia tarada,Sumo,Corpiños en la Madrugada,1766651070,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/e4/c9/31/e4c9317d-1d0f-11c4-ce10-48c18e7da01a/195079945786.png/300x300bb.jpg
Eye of the Tiger,Survivor,The Rocky Story,267725673,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/aa/7e/3b/aa7e3b7d-f870-a749-e964-796490fe2801/mzi.bpuirnfg.jpg/300x300bb.jpg
Psycho Killer,Talking Heads,Popular Favorites 1976-1992: Sand In the Vaseline,272121498,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/62/6a/59/626a59ee-fa34-f928-c6e0-689f1aa15541/dj.hjbiyazr.jpg/300x300bb.jpg
A Hard Day's Night,The Beatles,A Hard Day's Night,1441164416,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/db/a2/7a/dba27a46-3685-508d-d32e-a0e73cc82251/00602567713296.rgb.jpg/300x300bb.jpg
All You Need Is Love,The Beatles,1,1440833098,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/300x300bb.jpg
Can't Buy Me Love,The Beatles,A Hard Day's Night,1441164416,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/db/a2/7a/dba27a46-3685-508d-d32e-a0e73cc82251/00602567713296.rgb.jpg/300x300bb.jpg
Come Together,The Beatles,The Beatles 1967-1970 (The Blue Album),1441133100,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/300x300bb.jpg
Don't Let Me Down,The Beatles,The Beatles 1967-1970 (The Blue Album),1441133100,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/300x300bb.jpg
Eleanor Rigby,The Beatles,Revolver,1441164670,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/58/4a/10/584a1058-de0a-6a6b-d0bd-da09a028b8bc/00602567705499.rgb.jpg/300x300bb.jpg
Get Back,The Beatles,Let It Be,1441164495,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/300x300bb.jpg
Help!,The Beatles,Help!,1441164524,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/1a/19/db/1a19db26-17ad-b986-11a9-f72ac7a6194b/18UMGIM31214.rgb.jpg/300x300bb.jpg
Here Comes the Sun,The Beatles,The Beatles 1967-1970 (The Blue Album),1441133100,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/300x300bb.jpg
Hey Jude,The Beatles,The Beatles 1967-1970 (The Blue Album),1441133100,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/300x300bb.jpg
I Saw Her Standing There,The Beatles,Please Please Me,1441164816,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/9c/ff/b5/9cffb5a6-a37f-c84a-7240-0333a071bc92/00602567725275.rgb.jpg/300x300bb.jpg
Let It Be,The Beatles,Let It Be,1441164495,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/300x300bb.jpg
Oh! Darling,The Beatles,Abbey Road,1441164426,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/300x300bb.jpg
Something,The Beatles,The Beatles 1967-1970 (The Blue Album),1441133100,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/300x300bb.jpg
Twist and Shout,The Beatles,Please Please Me,1441164816,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/9c/ff/b5/9cffb5a6-a37f-c84a-7240-0333a071bc92/00602567725275.rgb.jpg/300x300bb.jpg
Should I Stay or Should I Go,The Clash,Combat Rock,685585931,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/71/b6/8a/71b68ab0-f2d7-5cf0-636c-c27de6ce8aed/886443520707.jpg/300x300bb.jpg
Linger,The Cranberries,The Treasure Box for Boys and Girls,1440952089,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/d7/83/51/d7835106-ae7c-17ba-075f-54ef5b63a033/06UMGIM08683.rgb.jpg/300x300bb.jpg
Zombie,The Cranberries,The Cranberries: Gold,1452857905,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/9e/21/75/9e21750f-b22b-360d-ff8b-59c248bb51e6/08UMGIM01746.rgb.jpg/300x300bb.jpg
Roadhouse Blues,The Doors,Morrison Hotel,1622467535,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ea/1f/65/ea1f6524-49ef-0d1f-6948-fd7d7d6b0256/603497838721.jpg/300x300bb.jpg
All These Things That I've Done,The Killers,Hot Fuss,1526194184,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/07/1a/5a/071a5aee-6e42-060c-35b9-6a6e45b9ea59/06UMGIM10441.rgb.jpg/300x300bb.jpg
Mr. Brightside,The Killers,The Best 00s Music Videos,1744006969,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/bb/eb/78/bbeb7856-e31a-6f80-40ae-42170f4822db/24UMGIM50330.rgb.jpg/300x300bb.jpg
All the Love in the World,The Outfield,Play Deep,1670681195,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/15/db/9a/15db9a4c-ae95-3723-2bad-1bafe362974a/196589896162.jpg/300x300bb.jpg
Your Love,The Outfield,Play Deep,1670681195,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/15/db/9a/15db9a4c-ae95-3723-2bad-1bafe362974a/196589896162.jpg/300x300bb.jpg
Every Breath You Take,The Police,Every Breath You Take: The Classics,1440868517,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/69/00/4e/69004e79-b039-ecd5-4acd-4072c51a87ca/16UMGIM62372.rgb.jpg/300x300bb.jpg
Every Little Thing She Does Is Magic,The Police,Classic Rock Radio,1388005220,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/1d/e6/39/1de639fe-b1c5-ba82-7776-243424e1429a/17UM1IM29779.rgb.jpg/300x300bb.jpg
Message in a Bottle,The Police,Every Breath You Take: The Classics,1440868517,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/69/00/4e/69004e79-b039-ecd5-4acd-4072c51a87ca/16UMGIM62372.rgb.jpg/300x300bb.jpg
Walking on the Moon,The Police,Every Breath You Take: The Classics,1440868517,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/69/00/4e/69004e79-b039-ecd5-4acd-4072c51a87ca/16UMGIM62372.rgb.jpg/300x300bb.jpg
Miss You,The Rolling Stones,Too Tough,1454026580,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/eb/4d/90/eb4d90cd-9cb3-7e45-effa-7510ef302839/00602527688510.rgb.jpg/300x300bb.jpg
Start Me Up,The Rolling Stones,Tattoo You,1440812141,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/0d/4b/63/0d4b63c2-9d4f-41ab-5e78-a1c6a8eab53f/08UMGIM15741.rgb.jpg/300x300bb.jpg
Sympathy for the Devil,The Rolling Stones,The Rolling Stones 1963-1971,1469558372,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/b5/6b/6b/b56b6b27-317a-62c5-9869-68e6292ba380/13ABKIM00073.rgb.jpg/300x300bb.jpg
Wild Horses,The Rolling Stones,Hot Rocks 1964-1971,1440764786,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/29/b7/81/29b781e5-3773-c87e-c6a8-82581e53d270/13ABKIM00053.rgb.jpg/300x300bb.jpg
You Can't Always Get What You Want,The Rolling Stones,Hot Rocks 1964-1971,1440764786,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/29/b7/81/29b781e5-3773-c87e-c6a8-82581e53d270/13ABKIM00053.rgb.jpg/300x300bb.jpg
Last Nite,The Strokes,Is This It,266376953,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/ea/04/d4/ea04d45d-6f5d-ede6-fb64-71f3e6a6e62f/dj.ojkzzidd.jpg/300x300bb.jpg
My Generation,The Who,"Meaty, Beaty, Big and Bouncy",1440743116,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/09/55/e3/0955e368-7355-e803-4317-845612e09351/12UMGIM50945.rgb.jpg/300x300bb.jpg
Proud Mary,Tina Turner,Workin' Together,1443174391,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/21/8d/ce/218dceaf-602f-c3e5-2dda-be846284e60b/15UMGIM71413.rgb.jpg/300x300bb.jpg
Hold the Line,Toto,Toto,198226130,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a1/a9/ea/a1a9eaef-2d81-c2c6-9a03-82c3cbc9e598/074643531726.jpg/300x300bb.jpg
Pride (In the Name of Love),U2,The Unforgettable Fire,1443184272,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/40/45/51/40455196-536d-d9a2-c8a7-4129ce944a67/17UMGIM94892.rgb.jpg/300x300bb.jpg
Me gustas mucho,Viejas Locas,Tira la casa por la ventana,1705329602,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ae/52/79/ae527960-dbba-6ecb-12f2-4942887c19c8/23UMGIM95110.rgb.jpg/300x300bb.jpg
Y.M.C.A.,Village People,Cruisin',1443926621,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/a7/70/df/a770dff5-0b2c-b260-0c10-eea7997d36eb/00731453217126.rgb.jpg/300x300bb.jpg
Auto rojo,Vilma Palma e Vampiros,Grandes Éxitos,4681187,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/71/51/ed/7151edb7-7942-7558-4e50-22d3ac0c9e3a/803680269329.jpg/300x300bb.jpg
La pachanga,Vilma Palma e Vampiros,Grandes Éxitos,4681187,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/71/51/ed/7151edb7-7942-7558-4e50-22d3ac0c9e3a/803680269329.jpg/300x300bb.jpg
I Have Nothing,Whitney Houston,21 Love Songs,965878691,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ac/f9/67/acf96755-6548-014b-cedf-250091a8bed4/886445093063.jpg/300x300bb.jpg
I Will Always Love You,Whitney Houston,Throwback Thursday R&B Jams,1460075226,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/1d/13/13/1d1313ee-877f-e693-3965-076866e036f6/886447688717.jpg/300x300bb.jpg
Play That Funky Music,Wild Cherry,Wild Cherry,198226103,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/af/f6/0c/aff60ca6-7385-e47d-7681-e5f73910665c/mzi.fjlfxpyy.jpg/300x300bb.jpg
